Start,Stop,Midpoint
"(120, 36)","(77, 172)","(86, 91)"
"(182, 2)","(188, 169)","(183, 87)"
"(90, 189)","(221, 155)","(153, 170)"
"(211, 87)","(26, 47)","(102, 84)"
"(11, 3)","(17, 119)","(14, 61)"
"(98, 232)","(224, 10)","(129, 89)"
"(157, 87)","(6, 234)","(77, 156)"
"(76, 214)","(210, 15)","(123, 95)"
"(251, 135)","(248, 96)","(249, 116)"
"(140, 71)","(123, 155)","(128, 109)"
"(194, 163)","(182, 209)","(183, 181)"
"(139, 138)","(63, 42)","(99, 92)"
"(186, 210)","(29, 114)","(110, 160)"
"(52, 137)","(17, 41)","(38, 86)"
"(20, 132)","(184, 52)","(94, 84)"
"(219, 155)","(45, 118)","(133, 136)"
"(69, 111)","(48, 160)","(58, 135)"
"(67, 165)","(93, 124)","(75, 140)"
"(135, 12)","(75, 255)","(106, 134)"
"(118, 206)","(71, 17)","(82, 124)"
"(143, 105)","(104, 44)","(114, 84)"
"(136, 166)","(237, 183)","(179, 182)"
"(157, 118)","(158, 36)","(158, 78)"
"(121, 150)","(12, 215)","(65, 181)"
"(5, 229)","(179, 207)","(89, 215)"
"(169, 193)","(246, 140)","(201, 160)"
"(189, 82)","(184, 129)","(189, 108)"
"(146, 210)","(151, 171)","(151, 193)"
"(34, 73)","(53, 240)","(36, 164)"
"(230, 166)","(253, 231)","(237, 203)"
"(202, 187)","(13, 32)","(88, 129)"
"(86, 154)","(205, 215)","(151, 179)"
"(216, 166)","(29, 111)","(126, 135)"
"(84, 177)","(69, 117)","(76, 148)"
"(77, 199)","(106, 148)","(99, 181)"
"(143, 253)","(143, 255)","(143, 254)"
"(211, 233)","(23, 172)","(117, 203)"
"(254, 225)","(191, 60)","(227, 138)"
"(152, 11)","(5, 209)","(96, 127)"
"(206, 73)","(99, 219)","(164, 157)"
"(112, 87)","(19, 248)","(74, 176)"
"(137, 223)","(94, 91)","(110, 163)"
"(45, 161)","(22, 163)","(34, 162)"
"(98, 121)","(140, 11)","(121, 68)"
"(210, 146)","(177, 172)","(200, 165)"
"(42, 76)","(21, 192)","(30, 132)"
"(130, 152)","(226, 152)","(178, 154)"
"(49, 56)","(191, 13)","(109, 24)"
"(38, 120)","(211, 51)","(129, 90)"
"(253, 211)","(136, 147)","(180, 194)"
"(29, 155)","(207, 100)","(105, 114)"
"(234, 93)","(230, 97)","(233, 96)"
"(147, 110)","(38, 130)","(97, 124)"
"(252, 82)","(248, 53)","(249, 69)"
"(253, 242)","(16, 203)","(151, 206)"
"(126, 194)","(64, 170)","(86, 191)"
"(206, 115)","(45, 85)","(130, 96)"
"(157, 1)","(2, 83)","(97, 59)"
"(125, 182)","(83, 165)","(101, 177)"
"(141, 26)","(1, 215)","(83, 132)"
"(40, 27)","(201, 232)","(103, 147)"
"(108, 239)","(1, 231)","(56, 234)"
"(48, 189)","(113, 210)","(78, 202)"
"(38, 145)","(98, 205)","(77, 166)"
"(210, 30)","(187, 80)","(197, 53)"
"(47, 49)","(230, 74)","(135, 65)"
"(153, 5)","(69, 154)","(114, 82)"
"(69, 57)","(165, 228)","(109, 150)"
"(138, 111)","(32, 76)","(87, 92)"
"(148, 136)","(247, 191)","(179, 182)"
"(91, 139)","(219, 221)","(156, 179)"
"(79, 113)","(165, 93)","(115, 96)"
"(249, 216)","(110, 17)","(189, 107)"
"(145, 151)","(106, 16)","(140, 69)"
"(121, 19)","(73, 200)","(82, 94)"
"(143, 37)","(66, 49)","(108, 46)"
"(98, 48)","(144, 237)","(108, 155)"
"(208, 161)","(203, 28)","(208, 92)"
"(204, 54)","(212, 18)","(211, 39)"
"(113, 192)","(219, 13)","(147, 84)"
"(6, 104)","(57, 87)","(29, 93)"
"(19, 180)","(207, 206)","(102, 204)"
"(1, 105)","(172, 224)","(98, 153)"
"(206, 241)","(66, 233)","(137, 236)"
"(115, 141)","(31, 77)","(70, 112)"
"(37, 132)","(7, 127)","(22, 130)"
"(168, 114)","(133, 23)","(151, 68)"
"(250, 65)","(107, 250)","(187, 166)"
"(228, 74)","(68, 200)","(118, 107)"
"(143, 186)","(227, 115)","(180, 146)"
"(250, 185)","(22, 168)","(136, 177)"
"(168, 165)","(187, 71)","(179, 120)"
"(5, 167)","(186, 179)","(91, 177)"
"(113, 68)","(134, 182)","(122, 126)"
"(9, 129)","(11, 36)","(10, 83)"
"(91, 226)","(56, 145)","(75, 184)"
"(53, 137)","(108, 179)","(86, 152)"
"(107, 151)","(17, 170)","(56, 154)"
"(30, 169)","(94, 152)","(55, 154)"
"(44, 22)","(24, 80)","(41, 58)"
"(204, 156)","(148, 142)","(172, 153)"
"(228, 8)","(72, 194)","(135, 86)"
"(139, 182)","(112, 98)","(119, 147)"
"(66, 238)","(4, 152)","(32, 198)"
"(254, 170)","(152, 175)","(201, 170)"
"(77, 7)","(195, 171)","(153, 72)"
"(207, 15)","(231, 125)","(221, 68)"
"(228, 245)","(25, 63)","(117, 164)"
"(68, 138)","(141, 157)","(108, 144)"
"(138, 103)","(207, 55)","(163, 70)"
"(90, 126)","(201, 165)","(150, 141)"
"(85, 107)","(97, 33)","(94, 73)"
"(49, 204)","(204, 2)","(121, 98)"
"(162, 145)","(192, 78)","(181, 116)"
"(58, 109)","(59, 68)","(59, 89)"
"(135, 173)","(1, 8)","(57, 102)"
"(227, 168)","(81, 126)","(134, 167)"
"(118, 215)","(70, 128)","(98, 168)"
"(68, 220)","(102, 24)","(77, 114)"
"(200, 142)","(13, 76)","(118, 98)"
"(81, 120)","(167, 148)","(123, 135)"
"(124, 70)","(180, 185)","(162, 117)"
"(103, 58)","(206, 229)","(137, 161)"
"(167, 195)","(255, 93)","(212, 145)"
"(61, 187)","(80, 176)","(69, 180)"
"(240, 35)","(144, 198)","(200, 124)"
"(8, 23)","(33, 95)","(19, 60)"
"(252, 163)","(78, 111)","(182, 120)"
"(136, 76)","(35, 65)","(87, 69)"
"(16, 89)","(155, 98)","(87, 92)"
"(2, 117)","(151, 2)","(100, 83)"
"(57, 58)","(59, 28)","(57, 42)"
"(134, 115)","(97, 56)","(108, 93)"
"(150, 50)","(244, 89)","(183, 83)"
"(89, 10)","(146, 219)","(122, 110)"
"(146, 22)","(141, 203)","(145, 113)"
"(162, 163)","(21, 47)","(103, 94)"
"(168, 161)","(151, 26)","(157, 96)"
"(224, 83)","(165, 31)","(180, 72)"
"(35, 37)","(95, 147)","(58, 99)"
"(94, 125)","(99, 175)","(94, 152)"
"(32, 140)","(78, 124)","(51, 128)"
"(47, 118)","(36, 105)","(38, 115)"
"(193, 119)","(245, 39)","(223, 83)"
"(221, 156)","(38, 40)","(129, 99)"
"(162, 108)","(139, 196)","(155, 156)"
"(134, 152)","(180, 54)","(148, 94)"
"(34, 183)","(95, 236)","(72, 202)"
"(157, 119)","(55, 16)","(87, 87)"
"(117, 24)","(123, 27)","(121, 24)"
"(185, 201)","(156, 153)","(167, 181)"
"(36, 195)","(209, 61)","(108, 114)"
"(202, 72)","(89, 4)","(139, 45)"
"(128, 214)","(152, 241)","(141, 226)"
"(10, 19)","(165, 154)","(83, 91)"
"(219, 238)","(167, 54)","(199, 140)"
"(76, 167)","(193, 216)","(123, 203)"
"(203, 53)","(65, 149)","(128, 95)"
"(146, 44)","(246, 168)","(189, 113)"
"(199, 6)","(22, 140)","(110, 72)"
"(82, 68)","(5, 141)","(34, 95)"
"(225, 255)","(3, 18)","(103, 148)"
"(117, 81)","(70, 41)","(96, 59)"
"(218, 18)","(244, 189)","(223, 111)"
"(249, 125)","(213, 195)","(226, 155)"
"(96, 101)","(27, 128)","(54, 107)"
"(233, 142)","(37, 67)","(141, 99)"
"(161, 22)","(35, 42)","(90, 24)"
"(19, 80)","(236, 58)","(138, 83)"
"(217, 87)","(205, 155)","(209, 119)"
"(129, 226)","(216, 37)","(171, 130)"
"(241, 152)","(31, 145)","(133, 154)"
"(45, 135)","(79, 225)","(74, 168)"
"(196, 171)","(110, 144)","(144, 167)"
"(5, 55)","(164, 73)","(80, 68)"
"(50, 33)","(78, 123)","(59, 83)"
"(49, 213)","(12, 101)","(26, 162)"
"(77, 159)","(99, 196)","(87, 178)"
"(204, 101)","(105, 1)","(149, 57)"
"(127, 249)","(38, 151)","(99, 184)"
"(104, 190)","(186, 25)","(129, 92)"
"(68, 23)","(118, 233)","(83, 138)"
"(249, 67)","(254, 102)","(254, 82)"
"(9, 193)","(169, 156)","(92, 178)"
"(216, 92)","(192, 254)","(198, 167)"
"(61, 10)","(120, 48)","(77, 42)"
"(109, 43)","(157, 17)","(129, 26)"
"(98, 255)","(139, 215)","(125, 242)"
"(141, 121)","(236, 34)","(199, 88)"
"(105, 4)","(225, 138)","(154, 82)"
"(184, 118)","(70, 60)","(118, 98)"
"(102, 143)","(140, 243)","(137, 177)"
"(82, 12)","(179, 166)","(151, 68)"
"(80, 140)","(124, 226)","(100, 185)"
"(164, 190)","(58, 105)","(104, 155)"
"(239, 140)","(50, 17)","(153, 70)"
"(18, 229)","(152, 22)","(88, 129)"
"(93, 137)","(1, 149)","(47, 143)"
"(152, 126)","(246, 83)","(206, 112)"
"(102, 93)","(129, 133)","(120, 108)"
"(234, 40)","(78, 18)","(157, 28)"
"(91, 129)","(172, 83)","(122, 97)"
"(30, 212)","(60, 54)","(36, 124)"
"(171, 214)","(1, 77)","(93, 139)"
"(223, 216)","(67, 129)","(147, 171)"
"(73, 250)","(209, 216)","(132, 224)"
"(47, 213)","(59, 86)","(54, 151)"
"(245, 239)","(164, 82)","(227, 138)"
"(8, 194)","(230, 117)","(102, 139)"
"(231, 78)","(168, 38)","(205, 53)"
"(162, 179)","(93, 96)","(109, 156)"
"(98, 42)","(64, 60)","(72, 42)"
"(7, 67)","(217, 14)","(95, 24)"
"(12, 88)","(136, 192)","(86, 128)"
"(153, 73)","(128, 232)","(148, 160)"
"(117, 201)","(204, 116)","(164, 162)"
"(85, 87)","(103, 216)","(100, 145)"
"(69, 184)","(166, 158)","(120, 174)"
"(159, 76)","(32, 158)","(98, 119)"
"(230, 10)","(201, 242)","(227, 137)"
"(138, 55)","(168, 86)","(153, 70)"
"(238, 114)","(44, 198)","(155, 170)"
"(120, 19)","(86, 200)","(111, 117)"
"(87, 208)","(192, 88)","(161, 170)"
"(22, 158)","(179, 255)","(107, 200)"
"(57, 91)","(86, 185)","(76, 133)"
"(117, 202)","(164, 65)","(134, 127)"
"(129, 200)","(179, 88)","(165, 155)"
"(74, 63)","(140, 153)","(113, 102)"
"(190, 143)","(125, 63)","(166, 95)"
"(172, 139)","(180, 188)","(174, 165)"
"(47, 142)","(132, 72)","(81, 99)"
"(28, 140)","(220, 111)","(124, 126)"
"(21, 121)","(41, 224)","(29, 174)"
"(123, 248)","(193, 229)","(149, 230)"
"(57, 253)","(126, 187)","(86, 215)"
"(13, 91)","(1, 209)","(9, 152)"
"(19, 99)","(156, 176)","(91, 134)"
"(118, 86)","(41, 126)","(75, 101)"
"(183, 169)","(241, 222)","(216, 191)"
"(162, 1)","(52, 69)","(117, 45)"
"(12, 140)","(27, 181)","(15, 165)"
"(162, 170)","(56, 231)","(113, 204)"
"(108, 43)","(169, 171)","(155, 90)"
"(73, 125)","(81, 87)","(80, 109)"
"(197, 118)","(41, 45)","(108, 93)"
"(104, 190)","(129, 35)","(112, 108)"
"(231, 219)","(97, 217)","(164, 218)"
"(55, 24)","(43, 162)","(54, 98)"
"(122, 144)","(180, 192)","(147, 172)"
"(156, 77)","(113, 61)","(136, 68)"
"(179, 142)","(242, 31)","(216, 92)"
"(101, 37)","(86, 237)","(100, 143)"
"(170, 125)","(32, 232)","(108, 185)"
"(14, 3)","(30, 18)","(20, 12)"
"(44, 57)","(216, 224)","(110, 160)"
"(57, 175)","(217, 133)","(153, 170)"
"(149, 207)","(89, 176)","(113, 198)"
"(251, 202)","(67, 226)","(151, 206)"
"(153, 29)","(65, 204)","(107, 114)"
"(58, 39)","(88, 75)","(73, 57)"
"(122, 158)","(208, 178)","(163, 170)"
"(44, 227)","(50, 15)","(50, 124)"
"(61, 220)","(17, 210)","(36, 218)"
"(234, 235)","(131, 38)","(192, 127)"
"(98, 135)","(79, 112)","(84, 128)"
"(0, 215)","(32, 226)","(10, 226)"
"(168, 175)","(228, 172)","(199, 175)"
"(2, 233)","(87, 131)","(54, 192)"
"(240, 52)","(197, 12)","(212, 39)"
"(149, 215)","(204, 249)","(161, 247)"
"(85, 220)","(1, 10)","(57, 101)"
"(48, 50)","(165, 36)","(109, 46)"
"(203, 26)","(110, 136)","(150, 74)"
"(83, 43)","(102, 85)","(96, 60)"
"(248, 201)","(124, 64)","(192, 127)"
"(90, 129)","(2, 21)","(45, 76)"
"(207, 6)","(14, 189)","(120, 107)"
"(180, 40)","(87, 191)","(121, 103)"
"(229, 254)","(166, 252)","(197, 254)"
"(201, 173)","(222, 117)","(205, 139)"
"(41, 42)","(118, 207)","(78, 126)"
"(34, 142)","(177, 223)","(122, 166)"
"(68, 138)","(139, 248)","(104, 192)"
"(210, 213)","(218, 245)","(211, 232)"
"(101, 34)","(27, 9)","(67, 19)"
"(32, 24)","(243, 205)","(103, 149)"
"(113, 123)","(61, 23)","(83, 77)"
"(238, 15)","(120, 4)","(176, 13)"
"(48, 74)","(253, 46)","(142, 52)"
"(44, 145)","(56, 105)","(51, 126)"
"(164, 145)","(38, 25)","(94, 92)"
"(184, 99)","(214, 197)","(199, 148)"
"(22, 118)","(184, 203)","(106, 157)"
"(241, 158)","(235, 219)","(239, 189)"
"(80, 101)","(158, 152)","(114, 131)"
"(91, 201)","(227, 134)","(161, 170)"
"(183, 149)","(91, 132)","(141, 137)"
"(66, 40)","(221, 41)","(142, 41)"
"(186, 242)","(37, 34)","(103, 147)"
"(112, 37)","(8, 222)","(40, 109)"
"(21, 205)","(98, 34)","(44, 104)"
"(70, 141)","(254, 67)","(147, 89)"
"(135, 156)","(113, 25)","(119, 96)"
"(9, 88)","(72, 250)","(29, 180)"
"(244, 196)","(186, 110)","(228, 140)"
"(70, 221)","(137, 48)","(96, 127)"
"(183, 178)","(160, 178)","(172, 178)"
"(175, 103)","(69, 30)","(129, 60)"
"(182, 255)","(12, 76)","(106, 157)"
"(77, 4)","(52, 78)","(58, 34)"
"(90, 179)","(179, 118)","(156, 170)"
"(23, 94)","(225, 6)","(133, 59)"
"(95, 80)","(190, 53)","(146, 70)"
"(158, 87)","(76, 179)","(100, 116)"
"(228, 235)","(26, 244)","(128, 240)"
"(189, 140)","(250, 23)","(221, 83)"
"(38, 196)","(133, 202)","(82, 202)"
"(12, 191)","(217, 146)","(120, 174)"
"(4, 228)","(189, 170)","(89, 192)"
"(152, 51)","(114, 31)","(135, 39)"
"(238, 42)","(224, 167)","(228, 101)"
"(79, 135)","(133, 102)","(101, 114)"
"(51, 3)","(123, 139)","(82, 76)"
"(196, 218)","(146, 128)","(167, 177)"
"(28, 41)","(109, 75)","(58, 68)"
"(169, 183)","(40, 235)","(103, 207)"
"(126, 212)","(233, 94)","(172, 146)"
"(91, 238)","(170, 62)","(108, 128)"
"(23, 95)","(100, 222)","(83, 137)"
"(127, 38)","(120, 125)","(121, 79)"
"(245, 139)","(83, 214)","(164, 176)"
"(104, 203)","(70, 14)","(82, 114)"
"(8, 96)","(31, 77)","(14, 81)"
"(212, 65)","(176, 209)","(199, 142)"
"(72, 221)","(9, 8)","(53, 102)"
"(152, 219)","(6, 122)","(79, 171)"
"(34, 210)","(17, 179)","(32, 188)"
"(221, 156)","(156, 190)","(186, 170)"
"(46, 119)","(2, 32)","(37, 63)"
"(67, 134)","(181, 8)","(121, 68)"
"(116, 99)","(172, 173)","(157, 123)"
"(255, 2)","(78, 62)","(168, 33)"
"(107, 83)","(58, 163)","(89, 129)"
"(143, 142)","(148, 143)","(146, 142)"
"(28, 72)","(36, 237)","(28, 158)"
"(133, 159)","(126, 103)","(128, 133)"
"(61, 126)","(168, 244)","(133, 166)"
"(127, 28)","(94, 185)","(111, 107)"
"(139, 111)","(136, 149)","(136, 128)"
"(130, 139)","(195, 51)","(153, 86)"
"(181, 208)","(75, 108)","(120, 166)"
"(123, 183)","(106, 195)","(115, 189)"
"(167, 85)","(82, 47)","(131, 60)"
"(112, 49)","(140, 190)","(122, 123)"
"(116, 252)","(10, 8)","(76, 117)"
"(205, 19)","(211, 179)","(209, 98)"
"(245, 253)","(50, 30)","(123, 166)"
"(28, 154)","(189, 100)","(99, 117)"
"(219, 224)","(192, 79)","(202, 155)"
"(56, 92)","(165, 122)","(113, 104)"
"(150, 103)","(110, 92)","(129, 99)"
"(225, 192)","(96, 187)","(159, 191)"
"(73, 243)","(112, 117)","(98, 186)"
"(224, 226)","(29, 38)","(104, 155)"
"(74, 201)","(58, 254)","(74, 235)"
"(79, 75)","(206, 119)","(143, 96)"
"(16, 26)","(134, 122)","(66, 83)"
"(244, 142)","(69, 249)","(163, 202)"
"(6, 249)","(186, 201)","(86, 215)"
"(57, 198)","(246, 198)","(151, 198)"
"(11, 2)","(83, 213)","(56, 98)"
"(76, 164)","(200, 185)","(139, 173)"
"(29, 133)","(48, 185)","(29, 168)"
"(43, 131)","(18, 207)","(28, 166)"
"(151, 244)","(109, 247)","(132, 247)"
"(171, 114)","(66, 151)","(122, 136)"
"(20, 244)","(46, 137)","(27, 185)"
"(140, 178)","(113, 14)","(120, 103)"
"(229, 253)","(254, 112)","(249, 190)"
"(186, 80)","(132, 126)","(161, 105)"
"(159, 46)","(53, 50)","(104, 46)"
"(135, 211)","(91, 133)","(100, 185)"
"(9, 215)","(9, 35)","(10, 125)"
"(206, 56)","(129, 249)","(167, 152)"
"(139, 159)","(204, 153)","(174, 159)"
"(14, 149)","(157, 69)","(79, 103)"
"(216, 26)","(79, 29)","(147, 28)"
"(13, 53)","(5, 128)","(8, 89)"
"(0, 95)","(160, 75)","(79, 84)"
"(75, 213)","(222, 7)","(129, 91)"
"(85, 212)","(127, 128)","(103, 167)"
"(85, 34)","(235, 26)","(158, 28)"
"(69, 22)","(208, 149)","(153, 71)"
"(50, 255)","(42, 40)","(52, 145)"
"(246, 25)","(253, 77)","(250, 50)"
"(86, 211)","(223, 180)","(161, 202)"
"(241, 255)","(198, 97)","(208, 188)"
"(142, 52)","(238, 250)","(199, 142)"
"(44, 20)","(131, 44)","(95, 24)"
"(248, 219)","(165, 98)","(227, 138)"
"(55, 119)","(4, 102)","(24, 116)"
"(38, 43)","(133, 27)","(92, 42)"
"(191, 93)","(32, 72)","(110, 84)"
"(198, 156)","(107, 247)","(155, 204)"
"(107, 186)","(218, 28)","(140, 85)"
"(200, 5)","(59, 73)","(143, 52)"
"(29, 229)","(5, 137)","(20, 180)"
"(120, 7)","(135, 47)","(126, 28)"
"(184, 118)","(40, 179)","(103, 139)"
"(208, 226)","(4, 28)","(93, 140)"
"(153, 161)","(159, 168)","(153, 167)"
"(79, 171)","(111, 168)","(93, 168)"
"(165, 180)","(44, 89)","(98, 141)"
"(112, 73)","(205, 160)","(176, 99)"
"(150, 134)","(236, 136)","(195, 134)"
"(193, 109)","(16, 137)","(108, 126)"
"(106, 63)","(4, 183)","(41, 109)"
"(80, 94)","(54, 20)","(77, 47)"
"(220, 33)","(149, 181)","(202, 124)"
"(24, 158)","(83, 50)","(47, 98)"
"(209, 69)","(185, 99)","(196, 83)"
"(220, 73)","(129, 87)","(179, 84)"
"(211, 234)","(134, 248)","(179, 247)"
"(90, 249)","(84, 227)","(84, 241)"
"(30, 177)","(168, 36)","(106, 114)"
"(198, 57)","(200, 145)","(198, 102)"
"(183, 130)","(123, 86)","(166, 95)"
"(116, 16)","(162, 13)","(139, 15)"
"(253, 182)","(109, 74)","(189, 120)"
"(142, 226)","(248, 180)","(188, 196)"
"(144, 169)","(113, 211)","(140, 201)"
"(54, 251)","(40, 223)","(53, 231)"
"(71, 36)","(16, 170)","(34, 93)"
"(32, 141)","(162, 114)","(97, 128)"
"(168, 130)","(217, 43)","(178, 72)"
"(29, 124)","(229, 193)","(121, 166)"
"(103, 127)","(74, 208)","(77, 156)"
"(207, 255)","(43, 5)","(108, 147)"
"(201, 153)","(169, 241)","(170, 182)"
"(52, 12)","(236, 63)","(141, 40)"
"(106, 25)","(245, 171)","(174, 99)"
"(142, 243)","(251, 193)","(178, 200)"
"(198, 243)","(10, 202)","(105, 222)"
"(27, 156)","(213, 154)","(119, 154)"
"(230, 135)","(83, 64)","(157, 99)"
"(100, 142)","(192, 14)","(147, 79)"
"(201, 180)","(205, 210)","(203, 195)"
"(241, 196)","(17, 201)","(132, 202)"
"(89, 43)","(114, 119)","(98, 84)"
"(234, 199)","(20, 58)","(103, 153)"
"(243, 120)","(104, 68)","(170, 98)"
"(206, 224)","(172, 244)","(189, 234)"
"(241, 194)","(203, 38)","(223, 115)"
"(101, 121)","(152, 101)","(121, 106)"
"(211, 51)","(239, 138)","(223, 96)"
"(181, 160)","(38, 227)","(107, 191)"
"(126, 96)","(18, 124)","(66, 104)"
"(49, 229)","(55, 167)","(53, 199)"
"(202, 101)","(65, 97)","(135, 98)"
"(224, 78)","(99, 140)","(147, 94)"
"(43, 239)","(213, 48)","(100, 116)"
"(226, 199)","(219, 32)","(223, 115)"
"(233, 185)","(165, 139)","(185, 176)"
"(104, 5)","(131, 230)","(109, 125)"
"(23, 172)","(210, 216)","(107, 203)"
"(117, 47)","(34, 238)","(76, 143)"
"(181, 115)","(211, 232)","(198, 171)"
"(173, 1)","(106, 199)","(129, 89)"
"(22, 217)","(174, 10)","(100, 116)"
"(137, 213)","(254, 223)","(197, 216)"
"(123, 240)","(214, 162)","(163, 196)"
"(132, 251)","(79, 19)","(87, 154)"
"(134, 236)","(223, 193)","(169, 205)"
"(118, 1)","(73, 56)","(87, 20)"
"(150, 143)","(8, 1)","(68, 83)"
"(207, 213)","(148, 154)","(174, 187)"
"(27, 150)","(54, 45)","(45, 102)"
"(143, 119)","(39, 98)","(92, 108)"
"(1, 150)","(106, 127)","(45, 130)"
"(68, 25)","(249, 1)","(163, 18)"
"(157, 179)","(32, 180)","(94, 179)"
"(174, 4)","(174, 90)","(174, 47)"
"(245, 145)","(146, 125)","(200, 131)"
"(50, 217)","(193, 56)","(100, 115)"
"(190, 234)","(114, 46)","(167, 125)"
"(109, 64)","(117, 242)","(108, 157)"
"(78, 173)","(151, 36)","(117, 107)"
"(72, 165)","(88, 211)","(79, 189)"
"(135, 127)","(119, 204)","(133, 171)"
"(143, 90)","(225, 123)","(189, 101)"
"(131, 225)","(41, 18)","(81, 127)"
"(36, 207)","(142, 240)","(95, 217)"
"(132, 81)","(69, 158)","(98, 117)"
"(223, 202)","(144, 32)","(189, 112)"
"(83, 96)","(254, 220)","(150, 176)"
"(241, 13)","(253, 143)","(248, 77)"
"(254, 42)","(55, 191)","(129, 91)"
"(88, 12)","(84, 153)","(84, 80)"
"(241, 196)","(64, 85)","(127, 166)"
"(64, 224)","(132, 217)","(95, 218)"
"(109, 114)","(4, 76)","(53, 99)"
"(163, 125)","(195, 165)","(171, 153)"
"(92, 11)","(54, 66)","(74, 39)"
"(178, 69)","(92, 253)","(106, 132)"
"(179, 8)","(7, 80)","(103, 54)"
"(109, 77)","(73, 80)","(93, 80)"
"(55, 173)","(171, 211)","(107, 198)"
"(229, 9)","(47, 251)","(115, 107)"
"(195, 230)","(38, 112)","(122, 166)"
"(240, 230)","(10, 242)","(124, 236)"
"(54, 22)","(195, 74)","(133, 39)"
"(86, 133)","(154, 225)","(126, 173)"
"(39, 178)","(149, 199)","(90, 192)"
"(119, 109)","(156, 251)","(142, 175)"
"(65, 153)","(160, 213)","(104, 191)"
"(100, 4)","(62, 113)","(80, 57)"
"(208, 60)","(116, 159)","(161, 108)"
"(24, 31)","(174, 40)","(95, 39)"
"(57, 46)","(151, 168)","(100, 111)"
"(21, 42)","(16, 253)","(17, 146)"
"(172, 11)","(29, 10)","(101, 9)"
"(109, 181)","(13, 11)","(56, 101)"
"(104, 164)","(73, 142)","(91, 151)"
"(102, 220)","(79, 57)","(83, 146)"
"(206, 147)","(194, 94)","(196, 125)"
"(171, 201)","(101, 24)","(156, 93)"
"(210, 30)","(21, 200)","(111, 110)"
"(55, 186)","(177, 182)","(117, 185)"
"(0, 127)","(51, 70)","(30, 103)"
"(203, 15)","(144, 10)","(173, 13)"
"(138, 167)","(193, 165)","(166, 167)"
"(162, 179)","(157, 63)","(161, 120)"
"(30, 74)","(195, 80)","(109, 83)"
"(50, 111)","(91, 203)","(76, 151)"
"(24, 90)","(251, 191)","(115, 163)"
"(224, 186)","(159, 174)","(187, 185)"
"(123, 7)","(96, 199)","(113, 106)"
"(80, 101)","(142, 123)","(109, 114)"
"(87, 199)","(117, 71)","(104, 137)"
"(151, 128)","(168, 238)","(164, 178)"
"(233, 116)","(134, 88)","(186, 100)"
"(176, 24)","(4, 219)","(96, 127)"
"(191, 104)","(39, 170)","(114, 136)"
"(61, 46)","(86, 246)","(76, 143)"
"(154, 112)","(147, 52)","(151, 82)"
"(15, 165)","(250, 87)","(113, 107)"
"(241, 132)","(126, 86)","(189, 104)"
"(192, 251)","(254, 93)","(222, 171)"
"(213, 11)","(6, 108)","(118, 68)"
"(248, 142)","(162, 115)","(203, 131)"
"(51, 138)","(69, 15)","(54, 71)"
"(215, 194)","(26, 140)","(122, 166)"
"(169, 110)","(102, 254)","(142, 188)"
"(44, 201)","(155, 145)","(108, 182)"
"(98, 239)","(222, 220)","(160, 230)"
"(84, 141)","(159, 24)","(129, 90)"
"(91, 5)","(160, 31)","(130, 13)"
"(135, 223)","(97, 216)","(113, 223)"
"(61, 80)","(75, 32)","(73, 61)"
"(52, 209)","(245, 248)","(147, 230)"
"(214, 122)","(23, 71)","(119, 96)"
"(168, 89)","(125, 96)","(147, 93)"
"(99, 85)","(20, 124)","(44, 89)"
"(230, 253)","(15, 4)","(103, 148)"
"(72, 65)","(110, 86)","(88, 78)"
"(192, 177)","(44, 50)","(125, 107)"
"(114, 123)","(203, 183)","(144, 167)"
"(62, 188)","(157, 144)","(119, 176)"
"(149, 165)","(53, 23)","(103, 92)"
"(132, 173)","(254, 76)","(196, 128)"
"(25, 215)","(77, 131)","(62, 184)"
"(43, 162)","(239, 218)","(128, 203)"
"(198, 209)","(17, 187)","(101, 205)"
"(231, 17)","(191, 54)","(221, 45)"
"(181, 125)","(229, 92)","(209, 113)"
"(147, 165)","(87, 193)","(114, 176)"
"(184, 168)","(88, 189)","(131, 173)"
"(252, 201)","(121, 14)","(189, 105)"
"(204, 206)","(74, 108)","(130, 166)"
"(163, 191)","(146, 81)","(160, 131)"
"(181, 213)","(191, 162)","(182, 184)"
"(29, 99)","(47, 32)","(41, 69)"
"(76, 123)","(250, 226)","(157, 180)"
"(246, 120)","(217, 139)","(229, 127)"
"(244, 170)","(180, 66)","(203, 127)"
"(49, 137)","(133, 148)","(94, 139)"
"(222, 124)","(99, 46)","(162, 84)"
"(232, 192)","(23, 190)","(128, 193)"
"(184, 199)","(39, 234)","(102, 207)"
"(44, 121)","(134, 7)","(104, 79)"
"(165, 212)","(74, 197)","(121, 203)"
"(12, 127)","(122, 84)","(63, 102)"
"(11, 242)","(122, 41)","(76, 151)"
"(6, 213)","(230, 230)","(115, 224)"
"(238, 106)","(31, 103)","(136, 99)"
"(214, 90)","(119, 162)","(164, 123)"
"(196, 129)","(225, 188)","(205, 164)"
"(92, 6)","(209, 112)","(150, 59)"
"(165, 58)","(136, 121)","(149, 88)"
"(177, 225)","(230, 19)","(204, 123)"
"(173, 171)","(8, 125)","(86, 153)"
"(120, 44)","(219, 113)","(163, 85)"
"(234, 239)","(230, 189)","(234, 212)"
"(246, 11)","(20, 31)","(136, 24)"
"(101, 223)","(57, 179)","(78, 202)"
"(239, 130)","(25, 40)","(119, 98)"
"(162, 201)","(70, 247)","(119, 227)"
