Start,Stop,Midpoint
"(142, 166)","(18, 160)","(82, 161)"
"(206, 155)","(232, 82)","(222, 122)"
"(205, 160)","(38, 17)","(151, 59)"
"(166, 247)","(170, 133)","(169, 191)"
"(195, 84)","(191, 103)","(193, 93)"
"(187, 84)","(180, 62)","(182, 75)"
"(4, 168)","(234, 174)","(116, 177)"
"(9, 240)","(10, 125)","(9, 182)"
"(79, 195)","(93, 186)","(85, 190)"
"(187, 66)","(253, 71)","(217, 71)"
"(195, 92)","(158, 223)","(187, 168)"
"(69, 62)","(14, 194)","(23, 109)"
"(120, 208)","(81, 146)","(98, 180)"
"(114, 9)","(104, 57)","(110, 34)"
"(95, 149)","(180, 110)","(135, 127)"
"(158, 43)","(77, 126)","(128, 95)"
"(88, 22)","(239, 40)","(165, 29)"
"(37, 185)","(246, 63)","(121, 104)"
"(224, 73)","(100, 177)","(133, 96)"
"(215, 251)","(95, 18)","(189, 101)"
"(175, 195)","(51, 66)","(99, 145)"
"(152, 136)","(94, 82)","(125, 107)"
"(233, 67)","(65, 111)","(148, 88)"
"(144, 176)","(136, 224)","(142, 202)"
"(242, 252)","(190, 183)","(219, 215)"
"(48, 199)","(165, 100)","(86, 129)"
"(226, 224)","(243, 40)","(229, 127)"
"(219, 94)","(25, 230)","(89, 129)"
"(139, 43)","(145, 102)","(141, 73)"
"(205, 144)","(237, 46)","(216, 90)"
"(109, 173)","(180, 146)","(155, 170)"
"(216, 124)","(199, 237)","(208, 181)"
"(240, 222)","(40, 201)","(146, 206)"
"(13, 139)","(29, 142)","(21, 140)"
"(210, 211)","(107, 36)","(183, 99)"
"(93, 37)","(85, 44)","(89, 40)"
"(202, 135)","(120, 184)","(172, 170)"
"(52, 113)","(113, 54)","(82, 83)"
"(58, 127)","(79, 218)","(78, 163)"
"(116, 239)","(51, 247)","(85, 244)"
"(112, 231)","(235, 143)","(167, 181)"
"(1, 86)","(245, 23)","(125, 57)"
"(112, 159)","(30, 129)","(72, 143)"
"(151, 116)","(39, 235)","(99, 179)"
"(131, 37)","(142, 184)","(132, 115)"
"(244, 173)","(61, 93)","(179, 107)"
"(202, 237)","(198, 249)","(200, 243)"
"(46, 85)","(51, 155)","(49, 119)"
"(86, 244)","(40, 105)","(77, 161)"
"(187, 7)","(52, 247)","(107, 114)"
"(8, 26)","(226, 244)","(103, 149)"
"(111, 243)","(63, 225)","(87, 234)"
"(105, 173)","(62, 26)","(87, 96)"
"(101, 218)","(156, 8)","(113, 98)"
"(251, 14)","(231, 182)","(232, 89)"
"(149, 27)","(218, 1)","(187, 18)"
"(166, 174)","(131, 193)","(147, 182)"
"(209, 170)","(251, 77)","(231, 125)"
"(148, 230)","(185, 75)","(167, 153)"
"(188, 193)","(161, 113)","(172, 156)"
"(237, 171)","(217, 5)","(223, 92)"
"(114, 26)","(131, 95)","(127, 56)"
"(234, 103)","(125, 108)","(180, 106)"
"(59, 141)","(219, 120)","(134, 126)"
"(115, 50)","(179, 172)","(161, 97)"
"(248, 118)","(62, 71)","(154, 96)"
"(103, 74)","(233, 138)","(175, 99)"
"(3, 88)","(92, 40)","(47, 64)"
"(198, 170)","(182, 192)","(185, 176)"
"(74, 246)","(237, 65)","(163, 163)"
"(219, 115)","(68, 13)","(150, 58)"
"(145, 228)","(229, 167)","(174, 185)"
"(129, 108)","(174, 13)","(152, 61)"
"(156, 115)","(126, 20)","(150, 59)"
"(68, 181)","(79, 207)","(76, 191)"
"(120, 10)","(48, 164)","(87, 90)"
"(82, 70)","(72, 149)","(77, 109)"
"(25, 53)","(142, 11)","(76, 25)"
"(5, 192)","(103, 102)","(60, 153)"
"(21, 145)","(213, 135)","(113, 136)"
"(149, 161)","(53, 67)","(86, 129)"
"(124, 234)","(118, 88)","(122, 160)"
"(151, 244)","(206, 99)","(177, 170)"
"(15, 173)","(16, 239)","(16, 205)"
"(35, 63)","(77, 141)","(58, 100)"
"(87, 89)","(80, 226)","(80, 154)"
"(28, 141)","(78, 108)","(54, 126)"
"(114, 33)","(62, 90)","(89, 62)"
"(78, 88)","(9, 207)","(30, 134)"
"(57, 156)","(162, 129)","(104, 137)"
"(193, 144)","(185, 71)","(192, 105)"
"(62, 65)","(59, 63)","(60, 65)"
"(15, 246)","(254, 38)","(106, 114)"
"(7, 99)","(24, 136)","(21, 112)"
"(180, 162)","(155, 9)","(164, 89)"
"(44, 121)","(187, 170)","(104, 157)"
"(118, 121)","(107, 129)","(113, 125)"
"(150, 85)","(247, 129)","(196, 109)"
"(13, 3)","(60, 202)","(38, 101)"
"(231, 217)","(55, 204)","(148, 206)"
"(56, 0)","(205, 16)","(128, 10)"
"(72, 7)","(231, 94)","(148, 54)"
"(81, 51)","(11, 143)","(39, 90)"
"(131, 146)","(83, 134)","(108, 139)"
"(242, 24)","(155, 77)","(195, 47)"
"(187, 173)","(243, 83)","(207, 120)"
"(214, 168)","(26, 96)","(103, 149)"
"(54, 121)","(81, 114)","(69, 119)"
"(221, 105)","(207, 223)","(220, 170)"
"(190, 30)","(236, 82)","(214, 55)"
"(213, 106)","(176, 235)","(198, 174)"
"(0, 50)","(229, 167)","(125, 98)"
"(12, 129)","(148, 146)","(80, 137)"
"(111, 183)","(219, 190)","(166, 185)"
"(150, 232)","(249, 56)","(199, 144)"
"(103, 207)","(176, 18)","(122, 95)"
"(250, 16)","(201, 88)","(231, 57)"
"(76, 230)","(58, 205)","(71, 214)"
"(129, 63)","(23, 205)","(79, 137)"
"(20, 240)","(172, 4)","(98, 124)"
"(54, 26)","(91, 162)","(70, 96)"
"(121, 70)","(184, 241)","(163, 145)"
"(10, 123)","(85, 10)","(54, 73)"
"(88, 182)","(18, 14)","(53, 98)"
"(136, 33)","(44, 226)","(90, 129)"
"(166, 8)","(100, 224)","(121, 104)"
"(88, 74)","(250, 188)","(134, 166)"
"(66, 27)","(94, 40)","(77, 36)"
"(23, 34)","(148, 100)","(69, 83)"
"(235, 175)","(33, 120)","(118, 164)"
"(250, 115)","(172, 76)","(200, 107)"
"(242, 190)","(7, 94)","(107, 160)"
"(159, 157)","(1, 62)","(98, 92)"
"(218, 142)","(58, 92)","(156, 99)"
"(200, 23)","(185, 25)","(193, 24)"
"(54, 188)","(37, 50)","(42, 123)"
"(213, 201)","(78, 254)","(138, 220)"
"(102, 237)","(238, 133)","(167, 182)"
"(46, 239)","(206, 245)","(123, 247)"
"(175, 83)","(184, 25)","(175, 50)"
"(9, 197)","(233, 114)","(104, 139)"
"(246, 11)","(174, 95)","(222, 65)"
"(95, 61)","(185, 178)","(144, 115)"
"(196, 225)","(166, 104)","(174, 172)"
"(185, 42)","(234, 65)","(208, 55)"
"(88, 91)","(96, 65)","(88, 74)"
"(10, 163)","(161, 119)","(89, 145)"
"(6, 71)","(60, 234)","(26, 159)"
"(35, 165)","(119, 10)","(83, 94)"
"(64, 87)","(166, 147)","(124, 108)"
"(88, 70)","(172, 48)","(128, 57)"
"(195, 95)","(190, 53)","(191, 76)"
"(117, 101)","(119, 176)","(118, 138)"
"(24, 244)","(49, 125)","(36, 184)"
"(73, 107)","(215, 88)","(141, 95)"
"(250, 203)","(171, 22)","(203, 120)"
"(196, 143)","(188, 171)","(196, 161)"
"(204, 72)","(103, 139)","(134, 86)"
"(99, 11)","(87, 32)","(89, 17)"
"(8, 0)","(170, 51)","(90, 24)"
"(44, 177)","(202, 102)","(119, 136)"
"(187, 206)","(18, 176)","(100, 194)"
"(237, 182)","(155, 89)","(201, 131)"
"(78, 9)","(148, 171)","(94, 109)"
"(124, 183)","(119, 8)","(124, 93)"
"(30, 246)","(200, 164)","(101, 191)"
"(244, 172)","(47, 44)","(155, 99)"
"(73, 154)","(50, 100)","(73, 116)"
"(234, 85)","(165, 199)","(199, 141)"
"(79, 14)","(131, 175)","(91, 108)"
"(199, 16)","(251, 36)","(218, 33)"
"(72, 42)","(73, 79)","(73, 60)"
"(207, 13)","(94, 78)","(156, 51)"
"(252, 107)","(170, 86)","(208, 100)"
"(68, 151)","(29, 247)","(57, 207)"
"(97, 240)","(77, 215)","(78, 237)"
"(132, 103)","(96, 161)","(108, 126)"
"(226, 95)","(255, 86)","(242, 92)"
"(143, 224)","(156, 217)","(147, 218)"
"(70, 117)","(255, 20)","(150, 56)"
"(62, 177)","(102, 239)","(78, 212)"
"(58, 100)","(206, 68)","(131, 83)"
"(160, 157)","(54, 24)","(104, 94)"
"(59, 109)","(196, 226)","(129, 166)"
"(142, 232)","(227, 195)","(176, 205)"
"(140, 78)","(68, 15)","(98, 53)"
"(88, 22)","(165, 58)","(131, 35)"
"(89, 155)","(204, 61)","(129, 91)"
"(9, 33)","(105, 186)","(61, 105)"
"(124, 100)","(190, 188)","(139, 162)"
"(66, 1)","(227, 145)","(153, 66)"
"(247, 155)","(108, 219)","(171, 180)"
"(47, 237)","(23, 101)","(29, 174)"
"(90, 44)","(142, 238)","(108, 149)"
"(194, 239)","(126, 113)","(157, 179)"
"(26, 145)","(223, 9)","(115, 68)"
"(148, 124)","(54, 212)","(101, 168)"
"(180, 181)","(133, 153)","(148, 176)"
"(35, 54)","(45, 69)","(37, 64)"
"(87, 48)","(53, 168)","(77, 115)"
"(55, 131)","(158, 204)","(109, 165)"
"(149, 8)","(33, 199)","(102, 114)"
"(54, 219)","(105, 225)","(81, 220)"
"(203, 241)","(214, 224)","(212, 236)"
"(52, 36)","(32, 74)","(41, 54)"
"(156, 135)","(172, 82)","(161, 106)"
"(123, 109)","(46, 54)","(78, 88)"
"(132, 105)","(117, 178)","(122, 139)"
"(40, 77)","(195, 45)","(113, 57)"
"(8, 145)","(167, 160)","(88, 153)"
"(108, 164)","(242, 98)","(167, 123)"
"(222, 54)","(96, 255)","(175, 170)"
"(183, 212)","(106, 178)","(137, 203)"
"(240, 37)","(158, 217)","(200, 128)"
"(252, 31)","(20, 17)","(132, 28)"
"(145, 99)","(171, 24)","(152, 56)"
"(122, 40)","(112, 91)","(114, 62)"
"(180, 41)","(209, 159)","(191, 103)"
"(89, 44)","(38, 206)","(76, 137)"
"(195, 143)","(9, 255)","(95, 192)"
"(27, 233)","(192, 24)","(98, 117)"
"(196, 231)","(188, 233)","(191, 231)"
"(232, 108)","(252, 70)","(236, 83)"
"(181, 161)","(1, 102)","(95, 128)"
"(143, 200)","(88, 162)","(120, 177)"
"(220, 105)","(40, 151)","(132, 130)"
"(98, 131)","(81, 44)","(87, 90)"
"(82, 10)","(62, 86)","(75, 51)"
"(51, 241)","(254, 70)","(110, 113)"
"(175, 74)","(61, 202)","(98, 118)"
"(28, 88)","(224, 120)","(134, 96)"
"(45, 218)","(19, 126)","(29, 175)"
"(192, 135)","(120, 19)","(153, 80)"
"(94, 136)","(27, 38)","(53, 95)"
"(40, 95)","(67, 108)","(54, 101)"
"(150, 40)","(116, 21)","(131, 33)"
"(216, 90)","(190, 131)","(209, 116)"
"(115, 213)","(182, 248)","(149, 230)"
"(81, 63)","(198, 97)","(145, 74)"
"(138, 197)","(51, 93)","(98, 142)"
"(9, 219)","(36, 86)","(28, 158)"
"(196, 196)","(216, 68)","(201, 127)"
"(159, 6)","(43, 248)","(98, 124)"
"(58, 232)","(232, 17)","(121, 101)"
"(248, 97)","(144, 120)","(194, 106)"
"(123, 168)","(60, 216)","(92, 192)"
"(66, 226)","(90, 47)","(76, 135)"
"(132, 237)","(204, 8)","(150, 105)"
"(50, 57)","(159, 209)","(96, 141)"
"(99, 226)","(101, 5)","(100, 116)"
"(179, 216)","(186, 83)","(186, 153)"
"(90, 84)","(169, 121)","(124, 108)"
"(189, 165)","(70, 82)","(142, 111)"
"(198, 91)","(159, 172)","(174, 127)"
"(47, 11)","(187, 46)","(121, 24)"
"(238, 95)","(230, 164)","(230, 125)"
"(55, 62)","(246, 176)","(162, 107)"
"(143, 203)","(93, 232)","(121, 220)"
"(199, 161)","(15, 164)","(106, 161)"
"(215, 123)","(21, 12)","(140, 46)"
"(65, 168)","(34, 44)","(53, 103)"
"(175, 72)","(41, 154)","(109, 114)"
"(134, 197)","(119, 71)","(130, 131)"
"(188, 124)","(3, 61)","(96, 92)"
"(95, 253)","(113, 112)","(99, 178)"
"(131, 40)","(149, 110)","(149, 66)"
"(43, 40)","(75, 160)","(68, 91)"
"(237, 144)","(140, 123)","(194, 128)"
"(251, 107)","(154, 183)","(207, 149)"
"(46, 213)","(159, 188)","(106, 204)"
"(12, 122)","(104, 49)","(52, 80)"
"(102, 93)","(69, 146)","(86, 120)"
"(78, 168)","(73, 187)","(75, 177)"
"(101, 99)","(78, 54)","(84, 82)"
"(196, 52)","(55, 38)","(125, 46)"
"(47, 230)","(13, 140)","(31, 184)"
"(192, 49)","(67, 93)","(126, 67)"
"(112, 88)","(103, 80)","(105, 87)"
"(235, 15)","(114, 140)","(188, 91)"
"(119, 254)","(6, 198)","(55, 234)"
"(2, 79)","(179, 128)","(102, 92)"
"(194, 41)","(122, 132)","(149, 77)"
"(1, 25)","(20, 37)","(14, 27)"
"(198, 186)","(190, 195)","(195, 191)"
"(70, 250)","(210, 205)","(133, 221)"
"(70, 11)","(90, 18)","(81, 13)"
"(243, 157)","(24, 244)","(109, 176)"
"(210, 230)","(186, 101)","(205, 159)"
"(14, 70)","(246, 3)","(117, 24)"
"(129, 98)","(99, 219)","(104, 148)"
"(141, 126)","(108, 61)","(120, 98)"
"(68, 66)","(50, 46)","(52, 63)"
"(140, 48)","(16, 164)","(97, 125)"
"(2, 133)","(220, 144)","(110, 139)"
"(73, 135)","(73, 53)","(73, 94)"
"(37, 253)","(229, 9)","(111, 109)"
"(110, 88)","(253, 22)","(174, 48)"
"(238, 5)","(205, 103)","(223, 55)"
"(155, 206)","(22, 62)","(93, 130)"
"(72, 89)","(114, 250)","(96, 166)"
"(225, 146)","(187, 145)","(207, 145)"
"(9, 68)","(227, 149)","(128, 98)"
"(118, 209)","(102, 89)","(104, 155)"
"(108, 61)","(205, 224)","(137, 162)"
"(117, 133)","(70, 194)","(101, 171)"
"(129, 231)","(215, 211)","(167, 216)"
"(133, 64)","(28, 13)","(77, 42)"
"(30, 170)","(9, 184)","(16, 173)"
"(165, 13)","(202, 218)","(189, 110)"
"(227, 122)","(46, 26)","(141, 70)"
"(88, 227)","(190, 121)","(147, 182)"
"(56, 175)","(173, 35)","(116, 107)"
"(58, 104)","(78, 146)","(76, 117)"
"(231, 185)","(55, 221)","(146, 206)"
"(204, 25)","(147, 191)","(150, 82)"
"(83, 127)","(34, 4)","(54, 70)"
"(79, 123)","(106, 25)","(85, 67)"
"(139, 164)","(221, 16)","(152, 62)"
"(235, 177)","(40, 32)","(135, 107)"
"(118, 68)","(223, 38)","(165, 48)"
"(68, 166)","(23, 180)","(52, 179)"
"(65, 31)","(28, 120)","(41, 70)"
"(69, 79)","(89, 60)","(80, 71)"
"(244, 10)","(223, 95)","(229, 48)"
"(119, 162)","(180, 221)","(158, 183)"
"(112, 226)","(207, 157)","(163, 195)"
"(12, 25)","(197, 192)","(85, 128)"
"(235, 105)","(35, 148)","(135, 126)"
"(201, 168)","(115, 45)","(167, 98)"
"(66, 141)","(150, 173)","(107, 158)"
"(107, 76)","(24, 87)","(68, 84)"
"(177, 35)","(171, 14)","(172, 27)"
"(101, 54)","(69, 191)","(77, 114)"
"(123, 153)","(251, 77)","(191, 119)"
"(59, 229)","(58, 218)","(59, 223)"
"(215, 221)","(26, 153)","(141, 167)"
"(40, 221)","(40, 54)","(38, 138)"
"(30, 253)","(80, 224)","(51, 235)"
"(112, 194)","(70, 211)","(85, 196)"
"(130, 157)","(182, 213)","(160, 181)"
"(244, 199)","(147, 232)","(204, 224)"
"(66, 204)","(180, 11)","(121, 106)"
"(106, 184)","(222, 207)","(168, 191)"
"(209, 169)","(68, 53)","(139, 111)"
"(232, 48)","(80, 115)","(134, 59)"
"(124, 110)","(90, 55)","(100, 90)"
"(211, 147)","(191, 202)","(206, 179)"
"(102, 52)","(21, 11)","(72, 21)"
"(172, 154)","(152, 100)","(160, 129)"
"(155, 40)","(25, 133)","(89, 85)"
"(130, 54)","(222, 251)","(172, 156)"
"(212, 251)","(95, 138)","(166, 182)"
"(252, 189)","(64, 104)","(138, 167)"
"(15, 231)","(245, 206)","(125, 214)"
"(177, 105)","(68, 50)","(135, 65)"
"(153, 172)","(55, 114)","(101, 146)"
"(194, 62)","(179, 13)","(183, 41)"
"(10, 99)","(241, 33)","(126, 67)"
"(206, 85)","(159, 217)","(194, 162)"
"(113, 6)","(123, 196)","(120, 99)"
"(238, 50)","(30, 6)","(130, 32)"
"(98, 72)","(253, 76)","(176, 73)"
"(100, 184)","(56, 56)","(77, 121)"
"(57, 230)","(218, 26)","(116, 107)"
"(12, 163)","(218, 181)","(114, 173)"
"(44, 40)","(82, 188)","(71, 106)"
"(87, 7)","(122, 73)","(110, 34)"
"(144, 27)","(196, 241)","(168, 136)"
"(128, 219)","(79, 236)","(101, 225)"
"(200, 25)","(129, 30)","(166, 29)"
"(13, 106)","(216, 200)","(107, 160)"
"(195, 218)","(34, 72)","(104, 156)"
"(28, 75)","(77, 19)","(47, 42)"
"(113, 231)","(23, 168)","(66, 202)"
"(251, 70)","(34, 246)","(100, 115)"
"(124, 191)","(125, 76)","(124, 133)"
"(184, 196)","(102, 183)","(149, 184)"
"(142, 39)","(54, 27)","(104, 27)"
"(117, 224)","(66, 22)","(83, 132)"
"(106, 135)","(25, 24)","(62, 83)"
"(106, 65)","(229, 173)","(187, 99)"
"(229, 79)","(17, 9)","(131, 36)"
"(39, 70)","(151, 9)","(107, 52)"
"(54, 243)","(76, 106)","(71, 181)"
"(46, 84)","(186, 45)","(109, 58)"
"(95, 248)","(188, 54)","(109, 119)"
"(173, 222)","(200, 176)","(182, 195)"
"(211, 98)","(44, 254)","(140, 188)"
"(215, 196)","(23, 177)","(127, 179)"
"(122, 74)","(17, 157)","(85, 131)"
"(236, 253)","(131, 199)","(192, 218)"
"(97, 31)","(42, 42)","(74, 41)"
"(63, 158)","(136, 201)","(98, 181)"
"(226, 159)","(195, 101)","(214, 127)"
"(119, 219)","(3, 109)","(83, 142)"
"(122, 155)","(242, 8)","(153, 53)"
"(178, 40)","(43, 71)","(112, 57)"
"(52, 215)","(11, 150)","(33, 181)"
"(195, 66)","(182, 255)","(187, 159)"
"(220, 45)","(242, 44)","(231, 45)"
"(224, 139)","(246, 133)","(234, 135)"
"(218, 149)","(190, 197)","(206, 175)"
"(179, 226)","(154, 198)","(170, 209)"
"(245, 162)","(207, 116)","(227, 138)"
"(35, 131)","(26, 89)","(35, 106)"
"(244, 9)","(140, 85)","(174, 29)"
"(160, 230)","(246, 125)","(193, 168)"
"(228, 67)","(184, 28)","(205, 49)"
"(40, 5)","(60, 166)","(51, 84)"
"(174, 13)","(239, 18)","(209, 13)"
"(52, 146)","(59, 82)","(54, 113)"
"(57, 2)","(73, 226)","(72, 107)"
"(229, 160)","(164, 174)","(198, 168)"
"(106, 28)","(186, 117)","(152, 66)"
"(195, 106)","(25, 18)","(133, 39)"
"(124, 142)","(241, 35)","(206, 112)"
"(247, 187)","(243, 143)","(243, 167)"
"(227, 47)","(150, 221)","(199, 144)"
"(133, 91)","(162, 6)","(148, 49)"
"(13, 39)","(159, 207)","(82, 127)"
"(221, 108)","(141, 186)","(180, 146)"
"(28, 181)","(98, 29)","(49, 91)"
"(116, 102)","(92, 26)","(111, 57)"
"(185, 204)","(249, 251)","(213, 231)"
"(227, 219)","(207, 24)","(223, 116)"
"(216, 193)","(65, 51)","(109, 154)"
"(158, 175)","(26, 40)","(76, 124)"
"(115, 88)","(92, 45)","(107, 63)"
"(78, 101)","(227, 169)","(121, 166)"
"(5, 89)","(180, 176)","(91, 134)"
"(186, 16)","(57, 197)","(121, 106)"
"(210, 44)","(212, 168)","(209, 107)"
"(198, 225)","(70, 75)","(118, 166)"
"(189, 104)","(239, 199)","(226, 139)"
"(185, 43)","(93, 14)","(134, 34)"
"(207, 249)","(203, 104)","(207, 174)"
"(111, 76)","(51, 212)","(79, 142)"
"(107, 61)","(73, 180)","(80, 110)"
"(158, 53)","(17, 113)","(89, 84)"
"(170, 173)","(132, 222)","(158, 204)"
"(15, 183)","(20, 10)","(17, 96)"
"(104, 134)","(175, 79)","(128, 95)"
"(70, 60)","(50, 51)","(61, 55)"
"(154, 67)","(135, 251)","(148, 162)"
"(245, 184)","(229, 74)","(229, 137)"
"(20, 85)","(154, 220)","(98, 141)"
"(7, 17)","(84, 194)","(53, 98)"
"(176, 229)","(128, 25)","(160, 119)"
"(219, 16)","(61, 4)","(135, 15)"
"(170, 30)","(177, 18)","(171, 22)"
"(142, 214)","(136, 27)","(142, 118)"
"(37, 128)","(236, 185)","(127, 166)"
"(215, 83)","(241, 7)","(228, 45)"
"(21, 174)","(116, 219)","(63, 202)"
"(216, 243)","(118, 194)","(173, 213)"
"(250, 39)","(209, 101)","(230, 70)"
"(169, 3)","(111, 70)","(139, 35)"
"(93, 132)","(105, 101)","(99, 117)"
"(61, 152)","(187, 120)","(124, 136)"
"(174, 129)","(150, 133)","(164, 133)"
"(249, 215)","(180, 32)","(211, 127)"
"(58, 201)","(47, 57)","(52, 130)"
"(14, 53)","(222, 230)","(104, 155)"
"(179, 85)","(89, 205)","(108, 119)"
"(161, 5)","(130, 243)","(150, 128)"
"(230, 154)","(90, 11)","(159, 84)"
"(122, 131)","(21, 112)","(65, 128)"
"(27, 25)","(231, 140)","(113, 98)"
"(188, 186)","(252, 142)","(225, 169)"
"(237, 43)","(13, 47)","(124, 42)"
"(236, 47)","(139, 154)","(202, 115)"
"(145, 25)","(122, 14)","(129, 24)"
"(93, 171)","(188, 51)","(124, 95)"
"(98, 135)","(183, 220)","(147, 171)"
"(51, 197)","(208, 22)","(121, 101)"
"(84, 185)","(105, 87)","(100, 142)"
"(226, 145)","(233, 52)","(228, 97)"
"(32, 55)","(141, 147)","(95, 92)"
"(244, 129)","(205, 69)","(216, 108)"
"(97, 234)","(208, 252)","(148, 247)"
"(196, 112)","(252, 86)","(226, 101)"
"(110, 63)","(172, 220)","(137, 145)"
"(96, 41)","(5, 21)","(55, 27)"
"(164, 60)","(187, 215)","(169, 144)"
"(173, 201)","(209, 76)","(199, 147)"
"(32, 85)","(162, 110)","(102, 92)"
"(108, 140)","(55, 213)","(93, 188)"
"(201, 158)","(220, 30)","(214, 98)"
"(107, 21)","(44, 1)","(67, 20)"
"(1, 2)","(231, 202)","(89, 129)"
"(125, 151)","(207, 213)","(166, 182)"
"(34, 126)","(39, 86)","(38, 108)"
"(79, 196)","(156, 18)","(117, 107)"
"(157, 119)","(105, 193)","(132, 157)"
"(9, 128)","(159, 71)","(87, 103)"
"(64, 58)","(158, 84)","(122, 60)"
"(21, 238)","(138, 12)","(86, 132)"
"(145, 181)","(172, 174)","(158, 177)"
"(243, 250)","(36, 213)","(142, 229)"
"(133, 32)","(11, 125)","(62, 68)"
"(202, 143)","(101, 8)","(153, 74)"
"(168, 121)","(145, 132)","(155, 125)"
"(107, 145)","(6, 232)","(69, 201)"
"(187, 185)","(113, 120)","(136, 167)"
"(145, 202)","(203, 151)","(174, 177)"
"(106, 29)","(80, 249)","(79, 127)"
"(200, 68)","(42, 163)","(113, 107)"
"(151, 199)","(251, 67)","(199, 131)"
"(14, 19)","(97, 201)","(60, 105)"
"(61, 215)","(147, 97)","(83, 135)"
"(63, 191)","(98, 144)","(77, 164)"
"(30, 1)","(89, 217)","(63, 105)"
"(89, 18)","(171, 143)","(150, 60)"
"(117, 192)","(24, 88)","(82, 129)"
"(195, 89)","(149, 162)","(174, 127)"
"(51, 122)","(227, 213)","(139, 167)"
"(237, 211)","(67, 10)","(166, 97)"
"(67, 121)","(199, 159)","(136, 137)"
"(23, 122)","(30, 59)","(26, 90)"
"(111, 149)","(72, 204)","(99, 184)"
"(172, 7)","(5, 47)","(87, 25)"
"(65, 109)","(204, 125)","(136, 115)"
"(43, 246)","(209, 201)","(109, 207)"
"(162, 145)","(125, 218)","(144, 182)"
"(164, 250)","(194, 40)","(170, 136)"
"(247, 18)","(208, 127)","(230, 75)"
"(110, 179)","(97, 2)","(110, 85)"
"(158, 52)","(74, 147)","(121, 104)"
"(176, 154)","(224, 19)","(213, 100)"
"(28, 117)","(151, 7)","(104, 77)"
"(142, 236)","(174, 127)","(152, 176)"
"(97, 83)","(42, 87)","(69, 84)"
"(16, 82)","(102, 110)","(54, 101)"
"(215, 175)","(81, 31)","(163, 88)"
"(12, 142)","(64, 70)","(32, 100)"
"(107, 150)","(135, 202)","(124, 173)"
"(47, 86)","(149, 156)","(113, 106)"
"(128, 29)","(91, 16)","(108, 24)"
"(25, 31)","(40, 108)","(37, 65)"
"(191, 105)","(189, 109)","(191, 108)"
"(159, 15)","(142, 89)","(148, 49)"
"(49, 255)","(51, 115)","(53, 186)"
"(79, 186)","(197, 104)","(163, 170)"
"(123, 236)","(173, 236)","(148, 236)"
"(69, 226)","(188, 160)","(134, 199)"
"(109, 240)","(230, 180)","(161, 202)"
"(108, 173)","(227, 151)","(175, 170)"
"(57, 229)","(222, 194)","(135, 207)"
"(102, 163)","(11, 21)","(53, 96)"
"(125, 114)","(53, 1)","(82, 65)"
"(194, 161)","(86, 140)","(130, 161)"
"(51, 58)","(183, 247)","(109, 160)"
"(255, 176)","(179, 74)","(215, 127)"
"(14, 244)","(127, 118)","(69, 180)"
"(197, 235)","(47, 161)","(117, 203)"
"(186, 185)","(218, 122)","(199, 151)"
"(241, 104)","(57, 171)","(138, 126)"
"(127, 207)","(70, 216)","(96, 209)"
"(100, 110)","(241, 102)","(170, 106)"
"(125, 82)","(230, 239)","(198, 140)"
"(9, 222)","(40, 253)","(33, 229)"
"(184, 59)","(9, 249)","(81, 138)"
"(243, 252)","(56, 219)","(151, 234)"
"(13, 207)","(165, 5)","(100, 117)"
"(90, 66)","(184, 111)","(148, 77)"
"(156, 25)","(242, 153)","(188, 100)"
"(219, 4)","(105, 66)","(166, 39)"
"(247, 146)","(17, 186)","(139, 173)"
"(138, 251)","(84, 184)","(108, 221)"
"(247, 223)","(83, 206)","(170, 210)"
"(240, 137)","(76, 53)","(164, 89)"
"(193, 224)","(213, 2)","(202, 112)"
"(176, 211)","(140, 39)","(160, 123)"
"(3, 40)","(71, 204)","(21, 138)"
"(78, 211)","(31, 90)","(76, 129)"
"(40, 77)","(247, 192)","(115, 163)"
"(105, 110)","(175, 33)","(147, 79)"
"(232, 45)","(207, 17)","(225, 26)"
"(16, 101)","(91, 136)","(62, 110)"
"(125, 136)","(186, 197)","(148, 174)"
"(91, 49)","(23, 189)","(47, 109)"
"(104, 215)","(198, 74)","(113, 107)"
"(216, 162)","(208, 191)","(208, 172)"
"(111, 212)","(15, 147)","(76, 167)"
"(5, 133)","(75, 153)","(30, 153)"
"(27, 241)","(157, 183)","(92, 212)"
"(79, 5)","(71, 39)","(74, 21)"
"(227, 125)","(109, 68)","(167, 98)"
"(172, 237)","(137, 88)","(163, 154)"
"(57, 159)","(223, 114)","(132, 129)"
"(207, 68)","(153, 99)","(184, 87)"
"(0, 0)","(208, 239)","(91, 132)"
"(152, 21)","(164, 146)","(155, 86)"
"(146, 175)","(158, 189)","(155, 179)"
"(181, 35)","(195, 25)","(189, 31)"
"(58, 142)","(126, 45)","(111, 113)"
"(247, 86)","(168, 107)","(214, 103)"
"(148, 166)","(89, 150)","(115, 162)"
"(108, 60)","(65, 175)","(80, 111)"
"(185, 194)","(244, 90)","(200, 128)"
"(89, 193)","(114, 15)","(111, 114)"
"(201, 228)","(122, 28)","(167, 123)"
"(203, 195)","(118, 49)","(184, 99)"
"(65, 140)","(218, 204)","(146, 167)"
"(20, 185)","(156, 28)","(98, 117)"
"(225, 96)","(151, 18)","(176, 69)"
"(22, 15)","(148, 130)","(73, 84)"
"(101, 225)","(80, 24)","(83, 132)"
